Time (Sec),Analog Input 0,Analog Input 1
3.037,3.29,2.45
3.038,3.31,2.46
3.039,3.33,2.47
3.04,3.34,2.47
3.041,3.34,2.46
3.042,3.33,2.45
3.043,3.32,2.43
3.044,3.29,2.4
3.045,3.26,2.38
3.046,3.23,2.36
3.047,3.21,2.34
3.048,3.2,2.33
3.049,3.2,2.34
3.05,3.21,2.34
3.051,3.24,2.35
3.052,3.26,2.37
3.053,3.28,2.39
3.054,3.31,2.4
3.055,3.33,2.42
3.056,3.36,2.43
3.057,3.38,2.43
3.058,3.36,2.42
3.059,3.36,2.42
3.06,4.92,4.39
3.061,4.93,4.4
3.062,4.93,4.4
3.063,4.94,4.41
3.064,4.94,4.41
3.065,4.93,4.41
3.066,4.93,4.42
3.067,4.94,4.42
3.068,4.93,4.42
3.069,4.93,4.42
3.07,4.94,4.42
3.071,4.93,4.42
3.072,4.93,4.42
3.073,4.92,4.42
3.074,4.94,4.42
3.075,4.93,4.42
3.076,4.94,4.44
3.077,4.93,4.42
3.078,4.92,4.43
3.079,4.94,4.42
3.08,4.92,4.42
3.081,4.93,4.42
3.082,4.93,4.42
3.083,4.93,4.42
3.084,4.93,4.42
3.085,4.93,4.43
3.086,4.93,4.42
3.087,4.93,4.43
3.088,4.93,4.42
3.089,4.93,4.43
3.09,3.33,2.61
3.091,3.32,2.6
3.092,3.34,2.61
3.093,3.35,2.61
3.094,3.38,2.61
3.095,3.39,2.61
3.096,3.41,2.61
3.097,3.41,2.6
3.098,3.4,2.58
3.099,3.39,2.56
3.1,3.36,2.54
3.101,3.32,2.51
3.102,3.29,2.48
3.103,3.27,2.45
3.104,3.24,2.43
3.105,3.23,2.42
3.106,3.22,2.42
3.107,3.23,2.41
3.108,3.24,2.42
3.109,3.26,2.43
3.11,3.29,2.44
3.111,3.31,2.45
3.112,3.33,2.46
3.113,3.34,2.47
3.114,3.35,2.46
3.115,3.34,2.46
3.116,3.34,2.44
3.117,3.31,2.42
3.118,3.29,2.39
3.119,3.24,2.36
3.12,3.33,2.36
3.121,3.32,2.34
3.122,3.28,2.31
3.123,3.26,2.3
3.124,3.24,2.29
3.125,3.61,3.08
3.126,4.68,3.89
3.127,4.87,4.18
3.128,4.91,4.29
3.129,4.93,4.33
3.13,4.92,4.36
3.131,4.93,4.37
3.132,4.93,4.38
3.133,4.93,4.4
3.134,4.93,4.4
3.135,4.93,4.41
3.136,4.93,4.41
3.137,4.94,4.41
3.138,4.93,4.42
3.139,4.94,4.42
3.14,4.93,4.41
3.141,4.94,4.42
3.142,4.94,4.42
3.143,4.93,4.42
3.144,4.94,4.43
3.145,4.93,4.42
3.146,4.94,4.42
3.147,4.93,4.42
3.148,4.93,4.42
3.149,4.93,4.42
3.15,3.94,3.21
3.151,3.88,3.15
3.152,3.82,3.09
3.153,3.78,3.05
3.154,3.73,3.0
3.155,3.67,2.95
3.156,3.62,2.89
3.157,3.57,2.84
3.158,3.51,2.79
3.159,3.46,2.74
3.16,3.42,2.7
3.161,3.38,2.66
3.162,3.35,2.64
3.163,3.33,2.62
3.164,3.33,2.61
3.165,3.34,2.61
3.166,3.35,2.61
3.167,3.37,2.61
3.168,3.39,2.62
3.169,3.4,2.61
3.17,3.4,2.61
3.171,3.4,2.59
3.172,3.39,2.57
3.173,3.37,2.55
3.174,3.34,2.52
3.175,3.31,2.49
3.176,3.28,2.47
3.177,3.25,2.44
3.178,3.23,2.43
3.179,3.23,2.42
3.18,3.26,2.33
3.181,3.24,2.31
3.182,3.23,2.31
3.183,3.23,2.31
3.184,3.24,2.32
3.185,3.28,2.34
3.186,3.29,2.35
3.187,3.31,2.37
3.188,3.34,2.38
3.189,3.35,2.39
3.19,3.36,2.4
3.191,3.37,2.4
3.192,3.36,2.39
3.193,3.35,2.37
3.194,3.32,2.35
3.195,3.3,2.32
3.196,3.27,2.31
3.197,3.25,2.29
3.198,3.26,2.63
3.199,4.47,3.67
3.2,4.83,4.11
3.201,4.9,4.25
3.202,4.91,4.31
3.203,4.92,4.34
3.204,4.93,4.36
3.205,4.93,4.38
3.206,4.93,4.39
3.207,4.93,4.4
3.208,4.93,4.4
3.209,4.93,4.41
3.21,4.93,4.43
3.211,4.93,4.43
3.212,4.93,4.42
3.213,4.93,4.42
3.214,4.94,4.43
3.215,4.93,4.42
3.216,4.87,4.17
3.217,4.73,3.97
3.218,4.58,3.8
3.219,4.45,3.67
3.22,4.32,3.55
3.221,4.21,3.45
3.222,4.11,3.35
3.223,4.02,3.28
3.224,3.95,3.21
3.225,3.88,3.15
3.226,3.82,3.09
3.227,3.78,3.04
3.228,3.72,2.98
3.229,3.67,2.94
3.23,3.61,2.88
3.231,3.56,2.83
3.232,3.5,2.78
3.233,3.45,2.73
3.234,3.41,2.69
3.235,3.37,2.66
3.236,3.35,2.64
3.237,3.35,2.62
3.238,3.35,2.62
3.239,3.36,2.62
3.24,3.23,2.35
3.241,3.25,2.36
3.242,3.27,2.38
3.243,3.3,2.39
3.244,3.33,2.41
3.245,3.36,2.43
3.246,3.38,2.44
3.247,3.39,2.44
3.248,3.39,2.44
3.249,3.39,2.43
3.25,3.35,2.41
3.251,3.34,2.39
3.252,3.3,2.35
3.253,3.27,2.34
3.254,3.25,2.32
3.255,3.24,2.31
3.256,3.24,2.32
3.257,3.25,2.32
3.258,3.27,2.33
3.259,3.29,2.35
3.26,3.31,2.36
3.261,3.33,2.38
3.262,3.36,2.39
3.263,3.37,2.4
3.264,3.39,2.41
3.265,3.38,2.4
3.266,3.37,2.39
3.267,3.35,2.37
3.268,3.32,2.34
3.269,3.29,2.32
3.27,4.94,4.42
3.271,4.93,4.42
3.272,4.93,4.42
3.273,4.93,4.42
3.274,4.93,4.42
3.275,4.93,4.42
3.276,4.93,4.43
3.277,4.94,4.42
3.278,4.93,4.43
3.279,4.94,4.42
3.28,4.93,4.43
3.281,4.93,4.43
3.282,4.94,4.43
3.283,4.94,4.43
3.284,4.93,4.43
3.285,4.95,4.43
3.286,4.93,4.43
3.287,4.94,4.43
3.288,4.93,4.42
3.289,4.89,4.19
3.29,4.74,3.99
3.291,4.6,3.82
3.292,4.47,3.68
3.293,4.34,3.56
3.294,4.23,3.46
3.295,4.12,3.36
3.296,4.03,3.28
3.297,3.95,3.21
3.298,3.88,3.15
3.299,3.83,3.1
3.3,3.3,2.45
3.301,3.32,2.47
3.302,3.35,2.48
3.303,3.36,2.48
3.304,3.37,2.48
3.305,3.37,2.48
3.306,3.36,2.45
3.307,3.33,2.43
3.308,3.3,2.41
3.309,3.28,2.38
3.31,3.25,2.37
3.311,3.23,2.35
3.312,3.23,2.35
3.313,3.23,2.35
3.314,3.25,2.36
3.315,3.27,2.37
3.316,3.3,2.4
3.317,3.33,2.41
3.318,3.35,2.43
3.319,3.39,2.44
3.32,3.39,2.44
3.321,3.4,2.45
3.322,3.4,2.43
3.323,3.38,2.42
3.324,3.35,2.4
3.325,3.32,2.37
3.326,3.29,2.35
3.327,3.27,2.33
3.328,3.25,2.32
3.329,3.25,2.32
3.33,4.93,4.41
3.331,4.93,4.42
3.332,4.93,4.42
3.333,4.93,4.42
3.334,4.94,4.42
3.335,4.93,4.42
3.336,4.93,4.42
3.337,4.93,4.42
3.338,4.93,4.42
3.339,4.93,4.42
3.34,4.93,4.42
3.341,4.93,4.42
3.342,4.94,4.43
3.343,4.93,4.43
3.344,4.93,4.42
3.345,4.93,4.42
3.346,4.93,4.43
3.347,4.94,4.42
3.348,4.93,4.42
3.349,4.93,4.42
3.35,4.93,4.43
3.351,4.94,4.42
3.352,4.92,4.43
3.353,4.95,4.43
3.354,4.93,4.42
3.355,4.93,4.43
3.356,4.93,4.42
3.357,4.93,4.42
3.358,4.93,4.43
3.359,4.94,4.43
3.36,3.43,2.62
3.361,3.43,2.61
3.362,3.42,2.6
3.363,3.39,2.57
3.364,3.36,2.54
3.365,3.33,2.51
3.366,3.3,2.49
3.367,3.27,2.46
3.368,3.25,2.44
3.369,3.25,2.43
3.37,3.25,2.43
3.371,3.26,2.43
3.372,3.28,2.44
3.373,3.29,2.45
3.374,3.32,2.46
3.375,3.34,2.48
3.376,3.36,2.49
3.377,3.37,2.48
3.378,3.37,2.48
3.379,3.37,2.46
3.38,3.34,2.44
3.381,3.32,2.42
3.382,3.29,2.39
3.383,3.26,2.37
3.384,3.24,2.36
3.385,3.23,2.35
3.386,3.22,2.35
3.387,3.25,2.37
3.388,3.26,2.37
3.389,3.29,2.39
3.39,4.72,3.94
3.391,4.87,4.2
3.392,4.91,4.28
3.393,4.92,4.33
3.394,4.92,4.35
3.395,4.93,4.37
3.396,4.93,4.38
3.397,4.93,4.39
3.398,4.93,4.4
3.399,4.94,4.41
3.4,4.93,4.41
3.401,4.93,4.41
3.402,4.93,4.41
3.403,4.93,4.41
3.404,4.93,4.42
3.405,4.93,4.42
3.406,4.93,4.42
3.407,4.94,4.42
3.408,4.93,4.42
3.409,4.94,4.42
3.41,4.93,4.42
3.411,4.93,4.43
3.412,4.93,4.42
3.413,4.93,4.42
3.414,4.94,4.43
3.415,4.93,4.42
3.416,4.94,4.42
3.417,4.93,4.42
3.418,4.93,4.43
3.419,4.94,4.42
3.42,3.58,2.84
3.421,3.53,2.8
3.422,3.48,2.76
3.423,3.43,2.7
3.424,3.37,2.66
3.425,3.36,2.63
3.426,3.34,2.61
3.427,3.33,2.6
3.428,3.33,2.6
3.429,3.33,2.6
3.43,3.36,2.6
3.431,3.38,2.61
3.432,3.4,2.61
3.433,3.41,2.6
3.434,3.41,2.6
3.435,3.41,2.58
3.436,3.39,2.57
3.437,3.37,2.54
3.438,3.33,2.51
3.439,3.3,2.48
3.44,3.27,2.45
3.441,3.25,2.43
3.442,3.24,2.42
3.443,3.24,2.42
3.444,3.25,2.42
3.445,3.26,2.43
3.446,3.28,2.44
3.447,3.31,2.45
3.448,3.33,2.47
3.449,3.35,2.47
3.45,3.31,2.36
3.451,3.34,2.38
3.452,3.36,2.4
3.453,3.38,2.41
3.454,3.39,2.41
3.455,3.39,2.4
3.456,3.37,2.39
3.457,3.36,2.38
3.458,3.32,2.35
3.459,3.28,2.32
3.46,3.27,2.3
3.461,3.25,2.3
3.462,3.76,3.18
3.463,4.71,3.94
3.464,4.88,4.19
3.465,4.9,4.28
3.466,4.91,4.34
3.467,4.93,4.35
3.468,4.91,4.37
3.469,4.93,4.39
3.47,4.92,4.39
3.471,4.93,4.4
3.472,4.92,4.4
3.473,4.93,4.41
3.474,4.93,4.41
3.475,4.93,4.41
3.476,4.93,4.42
3.477,4.93,4.41
3.478,4.92,4.41
3.479,4.93,4.42
3.48,4.65,3.89
3.481,4.52,3.74
3.482,4.39,3.61
3.483,4.26,3.5
3.484,4.15,3.4
3.485,4.05,3.31
3.486,3.98,3.24
3.487,3.91,3.17
3.488,3.85,3.12
3.489,3.8,3.06
3.49,3.74,3.02
3.491,3.71,2.97
3.492,3.65,2.92
3.493,3.6,2.88
3.494,3.55,2.82
3.495,3.5,2.77
3.496,3.45,2.73
3.497,3.4,2.68
3.498,3.36,2.65
3.499,3.35,2.63
3.5,3.33,2.62
3.501,3.33,2.61
3.502,3.34,2.61
3.503,3.35,2.6
3.504,3.38,2.61
3.505,3.39,2.61
3.506,3.4,2.61
3.507,3.41,2.6
3.508,3.41,2.6
3.509,3.4,2.57
3.51,3.39,2.44
3.511,3.39,2.44
3.512,3.39,2.43
3.513,3.37,2.42
3.514,3.34,2.4
3.515,3.31,2.37
3.516,3.29,2.35
3.517,3.26,2.33
3.518,3.24,2.32
3.519,3.24,2.31
3.52,3.24,2.32
3.521,3.25,2.32
3.522,3.28,2.34
3.523,3.3,2.36
3.524,3.31,2.37
3.525,3.36,2.41
3.526,3.38,2.4
3.527,3.37,2.41
3.528,3.38,2.41
3.529,3.38,2.4
3.53,3.35,2.38
3.531,3.33,2.36
3.532,3.3,2.33
3.533,3.27,2.31
3.534,3.25,2.3
3.535,3.33,2.87
3.536,4.6,3.79
3.537,4.86,4.15
3.538,4.9,4.26
3.539,4.91,4.32
3.54,4.93,4.42
3.541,4.93,4.42
3.542,4.93,4.43
3.543,4.94,4.43
3.544,4.93,4.43
3.545,4.93,4.43
3.546,4.94,4.44
3.547,4.93,4.43
3.548,4.93,4.44
3.549,4.93,4.43
3.55,4.94,4.43
3.551,4.93,4.43
3.552,4.93,4.43
3.553,4.84,4.13
3.554,4.7,3.94
3.555,4.56,3.78
3.556,4.42,3.66
3.557,4.31,3.53
3.558,4.18,3.43
3.559,4.11,3.35
3.56,4.01,3.26
3.561,3.94,3.21
3.562,3.88,3.14
3.563,3.82,3.09
3.564,3.78,3.04
3.565,3.72,2.98
3.566,3.67,2.94
3.567,3.62,2.88
3.568,3.55,2.83
3.569,3.5,2.78
3.57,3.35,2.45
3.571,3.32,2.43
3.572,3.3,2.4
3.573,3.27,2.38
3.574,3.24,2.36
3.575,3.23,2.36
3.576,3.24,2.35
3.577,3.24,2.36
3.578,3.27,2.37
3.579,3.29,2.39
3.58,3.32,2.41
3.581,3.35,2.43
3.582,3.38,2.44
3.583,3.4,2.45
3.584,3.4,2.45
3.585,3.4,2.45
3.586,3.39,2.44
3.587,3.37,2.41
3.588,3.34,2.39
3.589,3.31,2.37
3.59,3.28,2.35
3.591,3.26,2.33
3.592,3.25,2.33
3.593,3.26,2.33
3.594,3.27,2.33
3.595,3.28,2.34
3.596,3.31,2.36
3.597,3.33,2.38
3.598,3.35,2.4
3.599,3.38,2.41
3.6,4.93,4.42
3.601,4.93,4.43
3.602,4.93,4.42
3.603,4.93,4.43
3.604,4.93,4.42
3.605,4.93,4.42
3.606,4.93,4.43
3.607,4.94,4.43
3.608,4.93,4.42
3.609,4.94,4.43
3.61,4.93,4.42
3.611,4.93,4.43
3.612,4.93,4.42
3.613,4.93,4.43
3.614,4.94,4.43
3.615,4.93,4.42
3.616,4.93,4.44
3.617,4.94,4.43
3.618,4.93,4.43
3.619,4.94,4.44
3.62,4.93,4.42
3.621,4.94,4.43
3.622,4.93,4.43
3.623,4.93,4.43
3.624,4.93,4.3
3.625,4.8,4.06
3.626,4.65,3.89
3.627,4.53,3.73
3.628,4.37,3.6
3.629,4.26,3.49
3.63,3.28,2.45
3.631,3.26,2.44
3.632,3.25,2.42
3.633,3.25,2.42
3.634,3.26,2.42
3.635,3.27,2.43
3.636,3.29,2.44
3.637,3.31,2.45
3.638,3.34,2.47
3.639,3.36,2.48
3.64,3.37,2.48
3.641,3.38,2.48
3.642,3.37,2.47
3.643,3.36,2.45
3.644,3.34,2.43
3.645,3.31,2.41
3.646,3.28,2.38
3.647,3.26,2.36
3.648,3.24,2.35
3.649,3.24,2.35
3.65,3.24,2.35
3.651,3.26,2.36
3.652,3.29,2.38
3.653,3.31,2.4
3.654,3.34,2.42
3.655,3.37,2.43
3.656,3.39,2.44
3.657,3.41,2.45
3.658,3.41,2.45
3.659,3.4,2.43
3.66,4.92,4.39
3.661,4.94,4.4
3.662,4.93,4.4
3.663,4.93,4.41
3.664,4.93,4.41
3.665,4.93,4.41
3.666,4.93,4.41
3.667,4.93,4.41
3.668,4.93,4.42
3.669,4.93,4.42
3.67,4.94,4.42
3.671,4.93,4.42
3.672,4.93,4.42
3.673,4.93,4.42
3.674,4.93,4.42
3.675,4.93,4.42
3.676,4.93,4.43
3.677,4.94,4.42
3.678,4.93,4.42
3.679,4.94,4.42
3.68,4.93,4.42
3.681,4.93,4.43
3.682,4.93,4.42
3.683,4.93,4.42
3.684,4.94,4.42
3.685,4.93,4.43
3.686,4.93,4.42
3.687,4.93,4.43
3.688,4.93,4.42
3.689,4.93,4.43
3.69,3.34,2.61
3.691,3.35,2.61
3.692,3.35,2.6
3.693,3.38,2.61
3.694,3.39,2.61
3.695,3.41,2.62
3.696,3.42,2.61
3.697,3.43,2.61
3.698,3.42,2.6
3.699,3.42,2.58
3.7,3.39,2.55
3.701,3.36,2.53
3.702,3.33,2.49
3.703,3.3,2.47
3.704,3.28,2.45
3.705,3.26,2.43
3.706,3.25,2.43
3.707,3.26,2.43
3.708,3.27,2.43
3.709,3.29,2.44
3.71,3.31,2.45
3.711,3.34,2.47
3.712,3.36,2.48
3.713,3.38,2.49
3.714,3.39,2.49
3.715,3.39,2.48
3.716,3.38,2.47
3.717,3.36,2.44
3.718,3.33,2.42
3.719,3.29,2.39
3.72,3.38,2.39
3.721,3.35,2.37
3.722,3.33,2.35
3.723,3.3,2.32
3.724,3.28,2.31
3.725,3.32,2.81
3.726,4.57,3.76
3.727,4.85,4.14
3.728,4.9,4.26
3.729,4.91,4.31
3.73,4.92,4.34
3.731,4.93,4.37
3.732,4.93,4.37
3.733,4.92,4.39
3.734,4.93,4.4
3.735,4.93,4.4
3.736,4.92,4.41
3.737,4.93,4.4
3.738,4.93,4.41
3.739,4.93,4.41
3.74,4.93,4.41
3.741,4.93,4.42
3.742,4.93,4.42
3.743,4.93,4.42
3.744,4.94,4.42
3.745,4.93,4.42
3.746,4.94,4.42
3.747,4.93,4.42
3.748,4.93,4.42
3.749,4.93,4.42
3.75,3.98,3.23
3.751,3.92,3.18
3.752,3.86,3.12
3.753,3.81,3.07
3.754,3.76,3.02
3.755,3.71,2.97
3.756,3.67,2.92
3.757,3.6,2.87
3.758,3.56,2.81
3.759,3.5,2.76
3.76,3.45,2.72
3.761,3.41,2.68
3.762,3.38,2.66
3.763,3.36,2.64
3.764,3.36,2.63
3.765,3.36,2.62
3.766,3.37,2.62
3.767,3.4,2.62
3.768,3.41,2.62
3.769,3.42,2.63
3.77,3.43,2.62
3.771,3.43,2.61
3.772,3.42,2.6
3.773,3.41,2.57
3.774,3.38,2.54
3.775,3.35,2.51
3.776,3.31,2.49
3.777,3.29,2.46
3.778,3.27,2.45
3.779,3.26,2.44
3.78,3.3,2.35
3.781,3.28,2.34
3.782,3.26,2.33
3.783,3.26,2.33
3.784,3.28,2.33
3.785,3.29,2.35
3.786,3.31,2.36
3.787,3.33,2.37
3.788,3.35,2.39
3.789,3.39,2.41
3.79,3.4,2.42
3.791,3.41,2.42
3.792,3.41,2.41
3.793,3.39,2.4
3.794,3.36,2.38
3.795,3.33,2.35
3.796,3.31,2.33
3.797,3.28,2.31
3.798,3.27,2.43
3.799,4.28,3.51
3.8,4.8,4.06
3.801,4.89,4.22
3.802,4.91,4.29
3.803,4.92,4.33
3.804,4.92,4.35
3.805,4.93,4.38
3.806,4.92,4.38
3.807,4.93,4.4
3.808,4.92,4.39
3.809,4.93,4.4
3.81,4.92,4.42
3.811,4.93,4.43
3.812,4.93,4.42
3.813,4.93,4.42
3.814,4.93,4.42
3.815,4.93,4.42
3.816,4.93,4.24
3.817,4.77,4.02
3.818,4.63,3.86
3.819,4.5,3.71
3.82,4.36,3.59
3.821,4.26,3.48
3.822,4.14,3.38
3.823,4.06,3.31
3.824,3.98,3.23
3.825,3.91,3.17
3.826,3.85,3.11
3.827,3.81,3.06
3.828,3.75,3.01
3.829,3.7,2.96
3.83,3.64,2.9
3.831,3.59,2.85
3.832,3.53,2.8
3.833,3.48,2.75
3.834,3.43,2.71
3.835,3.4,2.68
3.836,3.38,2.66
3.837,3.37,2.64
3.838,3.37,2.64
3.839,3.38,2.63
3.84,3.24,2.36
3.841,3.26,2.37
3.842,3.28,2.39
3.843,3.31,2.4
3.844,3.34,2.42
3.845,3.36,2.44
3.846,3.39,2.45
3.847,3.4,2.45
3.848,3.41,2.45
3.849,3.4,2.44
3.85,3.38,2.42
3.851,3.36,2.4
3.852,3.33,2.37
3.853,3.3,2.36
3.854,3.27,2.34
3.855,3.26,2.33
3.856,3.26,2.33
3.857,3.26,2.33
3.858,3.28,2.34
3.859,3.3,2.35
3.86,3.32,2.37
3.861,3.35,2.39
3.862,3.37,2.4
3.863,3.39,2.41
3.864,3.4,2.42
3.865,3.4,2.41
3.866,3.39,2.4
3.867,3.37,2.38
3.868,3.34,2.36
3.869,3.31,2.33
3.87,4.93,4.43
3.871,4.93,4.43
3.872,4.93,4.43
3.873,4.93,4.43
3.874,4.93,4.43
3.875,4.94,4.43
3.876,4.94,4.43
3.877,4.93,4.43
3.878,4.94,4.43
3.879,4.93,4.43
3.88,4.93,4.43
3.881,4.93,4.44
3.882,4.93,4.43
3.883,4.93,4.43
3.884,4.93,4.43
3.885,4.92,4.44
3.886,4.95,4.44
3.887,4.93,4.43
3.888,4.93,4.23
3.889,4.76,4.01
3.89,4.62,3.85
3.891,4.49,3.71
3.892,4.36,3.58
3.893,4.23,3.47
3.894,4.13,3.37
3.895,4.03,3.29
3.896,3.95,3.22
3.897,3.88,3.15
3.898,3.83,3.1
3.899,3.78,3.05
3.9,3.28,2.44
3.901,3.32,2.46
3.902,3.34,2.47
3.903,3.35,2.48
3.904,3.36,2.47
3.905,3.36,2.47
3.906,3.36,2.46
3.907,3.34,2.44
3.908,3.31,2.41
3.909,3.28,2.38
3.91,3.25,2.37
3.911,3.23,2.35
3.912,3.22,2.34
3.913,3.22,2.35
3.914,3.24,2.35
3.915,3.25,2.36
3.916,3.28,2.38
3.917,3.31,2.4
3.918,3.33,2.41
3.919,3.36,2.44
3.92,3.38,2.44
3.921,3.39,2.44
3.922,3.38,2.43
3.923,3.37,2.42
3.924,3.35,2.4
3.925,3.32,2.38
3.926,3.29,2.35
3.927,3.26,2.33
3.928,3.24,2.32
3.929,3.24,2.31
3.93,4.93,4.43
3.931,4.94,4.43
3.932,4.94,4.43
3.933,4.93,4.43
3.934,4.94,4.44
3.935,4.94,4.43
3.936,4.94,4.44
3.937,4.94,4.43
3.938,4.93,4.44
3.939,4.94,4.44
3.94,4.94,4.44
3.941,4.94,4.44
3.942,4.94,4.44
3.943,4.94,4.44
3.944,4.94,4.44
3.945,4.93,4.44
3.946,4.94,4.45
3.947,4.94,4.44
3.948,4.93,4.44
3.949,4.94,4.44
3.95,4.93,4.43
3.951,4.93,4.44
3.952,4.93,4.43
3.953,4.94,4.45
3.954,4.93,4.42
3.955,4.93,4.44
3.956,4.93,4.44
3.957,4.93,4.44
3.958,4.93,4.44
3.959,4.94,4.44
3.96,3.39,2.59
3.961,3.4,2.58
3.962,3.39,2.57
3.963,3.37,2.55
3.964,3.35,2.52
3.965,3.32,2.49
3.966,3.28,2.47
3.967,3.26,2.44
3.968,3.23,2.43
3.969,3.23,2.41
3.97,3.22,2.41
3.971,3.24,2.41
3.972,3.24,2.42
3.973,3.27,2.43
3.974,3.29,2.44
3.975,3.32,2.46
3.976,3.34,2.47
3.977,3.35,2.47
3.978,3.36,2.47
3.979,3.36,2.46
3.98,3.33,2.44
3.981,3.31,2.41
3.982,3.28,2.39
3.983,3.25,2.37
3.984,3.23,2.35
3.985,3.21,2.34
3.986,3.22,2.34
3.987,3.22,2.34
3.988,3.24,2.36
3.989,3.26,2.37
3.99,4.8,4.09
3.991,4.9,4.25
3.992,4.92,4.31
3.993,4.92,4.36
3.994,4.92,4.38
3.995,4.93,4.39
3.996,4.93,4.4
3.997,4.93,4.41
3.998,4.93,4.42
3.999,4.94,4.42
4.0,4.93,4.42
4.001,4.94,4.42
4.002,4.94,4.44
4.003,4.94,4.43
4.004,4.94,4.43
4.005,4.94,4.44
4.006,4.93,4.44
4.007,4.95,4.44
4.008,4.93,4.43
4.009,4.94,4.44
4.01,4.94,4.44
4.011,4.94,4.44
4.012,4.94,4.44
4.013,4.93,4.44
4.014,4.94,4.44
4.015,4.94,4.44
4.016,4.94,4.44
4.017,4.93,4.44
4.018,4.96,4.45
4.019,4.93,4.44
4.02,3.57,2.84
4.021,3.52,2.79
4.022,3.46,2.74
4.023,3.42,2.7
4.024,3.37,2.66
4.025,3.34,2.63
4.026,3.32,2.61
4.027,3.32,2.6
4.028,3.32,2.59
4.029,3.32,2.59
4.03,3.34,2.58
4.031,3.36,2.6
4.032,3.38,2.6
4.033,3.39,2.6
4.034,3.4,2.59
4.035,3.4,2.58
4.036,3.39,2.57
4.037,3.36,2.54
4.038,3.33,2.51
4.039,3.31,2.48
4.04,3.26,2.45
4.041,3.24,2.43
4.042,3.23,2.42
4.043,3.22,2.41
4.044,3.24,2.41
4.045,3.24,2.42
4.046,3.27,2.43
4.047,3.28,2.44
4.048,3.31,2.45
4.049,3.34,2.46
